mach,alpha,beta,lift,drag,pitch,side,yaw,roll
0.95,22,0,1.33552,0.58641,-0.08498,-0.00044,0.00011,0.00061
0.95,23,0,1.36007,0.62382,-0.08108,-0.00111,0.00025,0.00042
0.95,24,0,1.37755,0.6587,-0.08204,0.00012,0.00063,0.0005
0.95,25,0,1.36884,0.68637,-0.09267,-0.00138,0.00014,0.00047
0.95,26,0,1.37008,0.71926,-0.09293,-0.00095,-0.0001,0.00036
0.95,27,0,1.36917,0.75276,-0.08882,-0.00042,-0.00007,0.00043
0.95,28,0,1.3746,0.78734,-0.08258,-0.00008,-0.00016,0.00025
0.95,29,0,1.37903,0.82076,-0.07566,0.0005,-0.00052,0.00003
0.95,30,0,1.39028,0.85991,-0.07385,-0.00083,-0.00071,-0.00041
0.98,-5,0,-0.28144,0.09191,0.00906,0.00039,-0.00019,0.00002
0.98,-3,0,-0.14496,0.07569,-0.00278,0.00038,-0.00024,0.00004
0.98,-2,0,-0.07776,0.07055,-0.00861,0.00045,-0.0002,0.00004
0.98,0,0,0.05553,0.06847,-0.02023,0.00052,-0.00017,0.00006
0.98,1,0,0.12313,0.07148,-0.02628,0.00031,-0.00023,0.00006
0.98,2,0,0.19156,0.07607,-0.03234,0.00034,-0.00021,0.00007
0.98,3,0,0.26055,0.08382,-0.03853,0.00036,-0.00021,0.00005
0.98,4,0,0.32912,0.09388,-0.04455,0.00047,-0.00016,0.00008
0.98,5,0,0.39787,0.10701,-0.05018,0.00032,-0.00017,0.00004
0.98,5,0,0.39794,0.10709,-0.05028,0.00031,-0.00016,0.00006
0.98,6,0,0.467,0.12164,-0.05608,0.00028,-0.00021,0.00007
0.98,8,0,0.6058,0.15987,-0.0675,0.00023,-0.00015,0.00006
0.98,9,0,0.67413,0.18147,-0.07268,0.00021,-0.00017,0.00008
0.98,10,0,0.73994,0.20487,-0.07725,0.00021,-0.00015,0.00012
0.98,11,0,0.80595,0.23075,-0.08185,0.00024,-0.0001,0.00008
0.98,12,0,0.86998,0.25699,-0.08612,0.00029,-0.00007,0.00007
0.98,13,0,0.93252,0.28677,-0.08958,0.00002,-0.00014,0.00008
0.98,14,0,0.99181,0.31829,-0.09265,0.00022,-0.00013,0.00008
0.98,15,0,1.04809,0.35352,-0.09514,0.00021,-0.00009,0.00008
0.98,16,0,1.10163,0.3881,-0.09757,-0.0001,-0.00018,0.00009
0.98,17,0,1.15292,0.42413,-0.09898,0.00043,-0.00002,0.00009
0.98,18,0,1.19999,0.46085,-0.09973,0.00031,-0.00011,0.00015
0.98,19,0,1.24428,0.4986,-0.10013,0.00014,-0.00016,0.00023
0.98,20,0,1.28491,0.53679,-0.10001,0,-0.00015,0.00019
0.98,21,0,1.32527,0.57698,-0.09994,0.00006,-0.00012,0.00029
0.98,22,0,1.36464,0.61577,-0.10015,-0.00012,-0.00019,0.00029
0.98,23,0,1.39538,0.65891,-0.09859,0.00028,-0.00004,0.00016
0.98,24,0,1.42822,0.69905,-0.09711,0.00033,-0.00014,0.00017
0.98,25,0,1.4618,0.74399,-0.09696,0.00002,0.00012,0.00037
0.98,26,0,1.49293,0.78967,-0.09755,0.00034,-0.00004,0.00059
0.98,27,0,1.50753,0.82889,-0.10757,0.01699,-0.00518,0.0028
0.98,28,0,1.49645,0.86106,-0.11573,-0.00152,-0.0002,0.00051
0.98,29,0,1.49861,0.89591,-0.10874,-0.00152,-0.00008,0.00043
0.98,30,0,1.50937,0.93501,-0.107,-0.00097,0.00004,0.00012
1.05,-5,0,-0.27016,0.10121,0.00933,0.00007,-0.00016,0.00001
1.05,-3,0,-0.13625,0.08832,-0.00275,0.00023,-0.00008,0.00001
1.05,-2,0,-0.0713,0.08471,-0.00876,0.00014,-0.00011,0.00002
1.05,0,0,0.05549,0.08353,-0.02031,0.00023,-0.00006,0.00004
1.05,1,0,0.11736,0.08629,-0.02543,0.00019,-0.00011,0.00005
1.05,2,0,0.17976,0.09119,-0.03047,0.00009,-0.00014,0.00004
1.05,3,0,0.24353,0.09786,-0.03591,0.00007,-0.00011,0.00004
1.05,4,0,0.30876,0.10655,-0.04165,0.00014,-0.00009,0.00004
1.05,5,0,0.37539,0.1179,-0.04719,0.0001,-0.00011,0.00004
1.05,5,0,0.37547,0.1179,-0.04724,0.00023,-0.00008,0.00006
1.05,6,0,0.43992,0.1314,-0.05226,0.00005,-0.0001,0.00005
1.05,8,0,0.5679,0.16488,-0.06131,0.00008,-0.00008,0.00006
1.05,10,0,0.695,0.2066,-0.07032,0.00008,-0.00005,0.00006
1.05,11,0,0.75848,0.23073,-0.07484,0.00008,-0.00008,0.00006
1.05,12,0,0.82025,0.25678,-0.07919,-0.00007,-0.00011,0.00008
1.05,13,0,0.88074,0.28491,-0.08303,-0.0001,-0.00009,0.00009
1.05,14,0,0.93811,0.31461,-0.08643,0.0001,-0.00006,0.00008
1.05,15,0,0.99431,0.34621,-0.0891,0.00016,-0.00002,0.00007
1.05,16,0,1.04662,0.37894,-0.09153,0.00026,-0.00001,0.00007
1.05,17,0,1.09717,0.41334,-0.09357,0.00014,-0.00005,0.00009
1.05,18,0,1.14505,0.44907,-0.0948,0.00007,-0.0001,0.00013
1.05,19,0,1.18976,0.48585,-0.09599,0.0001,-0.00007,0.00009
1.05,20,0,1.23115,0.52333,-0.09662,-0.00021,-0.00016,0.00007
1.05,21,0,1.26975,0.56189,-0.09707,0.00013,-0.00005,0.00012
1.05,22,0,1.30705,0.60169,-0.09645,0.00045,-0.00006,0.00015
1.05,23,0,1.34105,0.6424,-0.09667,0.00011,-0.00004,0.00014
1.05,24,0,1.37509,0.68514,-0.0956,0.0004,0.00004,0.00007
1.05,25,0,1.4066,0.72876,-0.09533,0.00037,-0.00001,0.00011
1.05,26,0,1.43867,0.77439,-0.09533,-0.00029,-0.00027,0.00023
1.05,27,0,1.47072,0.82191,-0.09502,0.00022,-0.00006,0.00019
1.05,28,0,1.49994,0.86989,-0.09404,0.00016,-0.00001,-0.00008
1.05,29,0,1.52814,0.91917,-0.09277,0.00026,-0.0001,-0.00014
1.05,30,0,1.55351,0.96748,-0.09066,-0.00054,-0.00015,0.00009
1.1,-5,0,-0.26297,0.09756,0.00897,0.00024,-0.00003,0
1.1,-3,0,-0.13291,0.08657,-0.00324,0.00008,-0.00012,0.00003
1.1,-2,0,-0.07056,0.08312,-0.00911,0.00005,-0.00014,0.00004
1.1,0,0,0.05019,0.08206,-0.01891,0.00017,-0.00005,0.00004
1.1,1,0,0.10999,0.0842,-0.02338,0.00017,-0.00005,0.00003
1.1,2,0,0.17125,0.08872,-0.02839,0.00011,-0.00008,0.00005
1.1,3,0,0.23277,0.09513,-0.03352,-0.00002,-0.00009,0.00003
1.1,4,0,0.29492,0.1037,-0.03849,0.00007,-0.00003,0.00003
1.1,5,0,0.35712,0.11433,-0.04326,0.00003,-0.00007,0.00004
1.1,5,0,0.35708,0.11429,-0.0432,-0.00003,-0.00012,0.00006
1.1,6,0,0.41986,0.12696,-0.04786,0.00017,-0.00003,0.00004
1.1,8,0,0.54594,0.15884,-0.05686,0.00008,-0.00004,0.00006
1.1,9,0,0.60877,0.17812,-0.06112,0.00007,-0.00003,0.00006
1.1,10,0,0.67063,0.19919,-0.06557,0.00004,-0.00004,0.00005
1.1,11,0,0.73237,0.22242,-0.06977,-0.00005,-0.00008,0.00006
1.1,12,0,0.79239,0.24768,-0.07377,-0.00007,-0.00007,0.00006
1.1,13,0,0.85139,0.27472,-0.07752,0,-0.00005,0.00006
1.1,14,0,0.9094,0.30379,-0.08083,-0.00007,-0.00006,0.00005
1.1,15,0,0.9648,0.33453,-0.08385,0.00007,-0.00008,0.00004
1.1,16,0,1.01721,0.3667,-0.08643,0.00018,-0.00003,0.00004
1.1,17,0,1.06737,0.40043,-0.08857,0.00008,-0.00007,0.00004
1.1,18,0,1.11524,0.43564,-0.08997,0.00029,0,0.00001
1.1,19,0,1.15923,0.47145,-0.09145,0.00026,-0.00009,0.00006
1.1,20,0,1.20084,0.50875,-0.09188,-0.00025,-0.00012,0.00003
1.1,21,0,1.23949,0.54718,-0.09176,-0.00032,-0.00016,0.00016
1.1,22,0,1.27679,0.58714,-0.09156,-0.00053,-0.0002,0.0001
1.1,23,0,1.30977,0.62714,-0.0918,-0.0007,-0.00014,0.00003
1.1,24,0,1.34429,0.66962,-0.09078,0.00055,0.00005,-0.00007
1.1,25,0,1.37611,0.71245,-0.08948,-0.0008,-0.00006,0.00007
1.1,26,0,1.40538,0.75555,-0.08808,-0.00026,0,0.0001
1.1,27,0,1.43518,0.80047,-0.0864,0.00019,-0.00003,-0.00001
1.1,28,0,1.46423,0.84759,-0.08484,-0.001,-0.00002,0.00011
1.1,29,0,1.49353,0.89626,-0.08231,-0.00206,-0.00037,0.00016
1.1,30,0,1.51905,0.94338,-0.07979,0.0019,0.00005,-0.00013
1.2,-5,0,-0.25165,0.09857,0.00795,-0.00004,-0.00006,-0.00003
1.2,-2,0,-0.07723,0.0824,-0.00721,0.00007,-0.00006,0
1.2,0,0,0.03459,0.08355,-0.01665,0.00005,-0.00006,0.00001
1.2,1,0,0.08895,0.08325,-0.02075,0.00016,0,0.00001
1.2,2,0,0.14373,0.0867,-0.02456,0.00008,-0.00005,0.00001
1.2,5,0,0.31349,0.10947,-0.03641,0.00006,-0.00002,0.00003
1.2,8,0,0.48892,0.14939,-0.04824,-0.00004,-0.00007,0.00002
1.2,10,0,0.60653,0.18589,-0.0559,-0.00005,-0.00007,0.00006
1.2,12,0,0.7226,0.23047,-0.06318,-0.00005,-0.00002,0.00009
1.2,15,0,0.88987,0.31163,-0.07269,-0.00031,-0.0001,0.00004
1.2,16,0,0.9422,0.34186,-0.07518,-0.00025,-0.00002,0.00005
1.2,17,0,0.99242,0.37348,-0.0771,0.00006,0.00001,0.00004
1.2,18,0,1.04129,0.40667,-0.07924,0.00012,0.00003,0.00004
1.2,19,0,1.0891,0.44211,-0.08085,-0.00054,-0.00024,0.00009
1.2,20,0,1.13414,0.47914,-0.08211,-0.00024,-0.0001,0.0001
1.2,21,0,1.17731,0.51751,-0.08316,-0.00055,-0.00022,0.00001
1.2,22,0,1.21769,0.55687,-0.08337,-0.00016,-0.00001,0.00005
1.2,23,0,1.2562,0.59744,-0.08272,0.00013,-0.00004,-0.00002
1.2,24,0,1.2924,0.63898,-0.08154,0.00013,0.00003,0.00017
1.2,25,0,1.3267,0.68184,-0.07982,-0.00028,0,0.00012
1.2,26,0,1.36063,0.7267,-0.07803,-0.00029,-0.00024,0.00014
1.2,27,0,1.39166,0.77168,-0.07511,0.00099,0.00002,0.00019
1.2,28,0,1.42311,0.81893,-0.07317,0.0004,-0.00011,0.00013
1.2,29,0,1.45351,0.86738,-0.07078,-0.00002,0.00003,0.00013
1.2,30,0,1.48684,0.92001,-0.06809,-0.00227,-0.00028,0.00011
1.4,-5,0,-0.21432,0.09493,0.00171,0.00006,-0.00008,-0.00001
1.4,-2,0,-0.06957,0.08112,-0.00833,0.00005,-0.00009,0.00001
1.4,0,0,0.02463,0.08014,-0.01456,0.00022,0,0
1.4,1,0,0.07191,0.08119,-0.01745,0.00009,-0.00003,0
1.4,2,0,0.1202,0.08293,-0.02046,0.00018,0.00001,0
1.4,5,0,0.27008,0.10099,-0.02988,-0.00006,-0.00005,0.00001
1.4,8,0,0.4227,0.13523,-0.03898,-0.00008,-0.00006,0.00004
1.4,10,0,0.52536,0.16665,-0.04464,0,-0.00005,0.00006
1.4,12,0,0.62704,0.20483,-0.04999,-0.00008,-0.00003,0.00002
1.4,15,0,0.77857,0.27531,-0.05717,-0.00001,-0.00009,0.00002
1.4,16,0,0.82792,0.30244,-0.0592,0.00019,0.00008,0.00002
1.4,17,0,0.87737,0.33215,-0.06127,-0.00018,-0.00001,0.00002
1.4,18,0,0.92607,0.36385,-0.06317,-0.00056,-0.00009,0.00005
1.4,19,0,0.97363,0.39722,-0.06445,-0.00025,0,0.00004
1.4,20,0,1.02139,0.43285,-0.06512,-0.00016,-0.00005,0.00007
1.4,21,0,1.06724,0.46965,-0.06562,-0.00081,-0.0001,0.00005
1.4,22,0,1.11106,0.50764,-0.06574,-0.00064,-0.00005,0.00007
1.4,23,0,1.15477,0.54773,-0.06527,-0.00022,-0.00003,0.0001
1.4,24,0,1.19703,0.58959,-0.06463,-0.00025,-0.00008,0.00009
1.4,25,0,1.23862,0.63322,-0.06379,-0.00054,0,0.00013
